order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-00356,2023-11-19,2023,Q4,11,November,Latin America,Brazil,Office Supplies,Pens,Corporate,3,13.76,41.28,28.32,12.96,31.4
ORD-00357,2022-01-03,2022,Q1,1,January,North America,Canada,Clothing,Jackets,Corporate,14,227.65,3187.1,1796.29,1390.81,43.64
ORD-00358,2024-02-08,2024,Q1,2,February,North America,Canada,Furniture,Desks,Small Business,3,989.15,2967.45,1365.1,1602.35,54.0
ORD-00359,2022-02-11,2022,Q1,2,February,Asia Pacific,China,Electronics,Laptops,Home Office,6,2309.48,13856.88,6904.49,6952.39,50.17
ORD-00360,2022-06-03,2022,Q2,6,June,North America,Canada,Clothing,Shirts,Small Business,6,80.73,484.38,281.07,203.31,41.97
ORD-00361,2022-04-20,2022,Q2,4,April,North America,Canada,Furniture,Desks,Small Business,18,908.14,16346.52,10935.69,5410.83,33.1
ORD-00362,2023-06-28,2023,Q2,6,June,Asia Pacific,China,Furniture,Chairs,Consumer,13,500.24,6503.12,4564.91,1938.21,29.8
ORD-00363,2022-11-11,2022,Q4,11,November,North America,Canada,Electronics,Accessories,Consumer,10,67.67,676.7,431.41,245.29,36.25
ORD-00364,2024-09-10,2024,Q3,9,September,Europe,Germany,Electronics,Smartphones,Corporate,10,1181.65,11816.5,6996.21,4820.29,40.79
ORD-00365,2022-08-25,2022,Q3,8,August,Asia Pacific,India,Clothing,Jackets,Home Office,3,278.23,834.69,472.65,362.04,43.37
ORD-00366,2024-01-30,2024,Q1,1,January,Latin America,Colombia,Furniture,Cabinets,Consumer,9,507.82,4570.38,2417.82,2152.56,47.1
ORD-00367,2023-07-05,2023,Q3,7,July,North America,United States,Electronics,Laptops,Home Office,18,1503.78,27068.04,18323.36,8744.68,32.31
ORD-00368,2023-04-11,2023,Q2,4,April,North America,Canada,Clothing,Accessories,Small Business,19,71.72,1362.68,807.9,554.78,40.71
ORD-00369,2022-06-11,2022,Q2,6,June,Latin America,Brazil,Furniture,Chairs,Small Business,6,764.34,4586.04,2293.71,2292.33,49.98
ORD-00370,2023-03-10,2023,Q1,3,March,Europe,France,Electronics,Accessories,Consumer,14,24.13,337.82,235.38,102.44,30.32
ORD-00371,2022-10-30,2022,Q4,10,October,Asia Pacific,China,Electronics,Laptops,Small Business,18,1475.5,26559.0,14550.03,12008.97,45.22
ORD-00372,2023-07-20,2023,Q3,7,July,Latin America,Brazil,Clothing,Shirts,Small Business,5,34.82,174.1,109.05,65.05,37.36
ORD-00373,2022-07-25,2022,Q3,7,July,North America,Mexico,Electronics,Tablets,Home Office,14,458.48,6418.72,4149.29,2269.43,35.36
ORD-00374,2024-08-26,2024,Q3,8,August,North America,United States,Office Supplies,Binders,Corporate,20,17.17,343.4,225.99,117.41,34.19
ORD-00375,2022-03-21,2022,Q1,3,March,Latin America,Colombia,Furniture,Chairs,Small Business,9,727.92,6551.28,2987.84,3563.44,54.39
ORD-00376,2023-09-13,2023,Q3,9,September,Asia Pacific,China,Clothing,Shirts,Corporate,5,50.05,250.25,168.45,81.8,32.69
ORD-00377,2023-10-20,2023,Q4,10,October,Asia Pacific,India,Electronics,Smartphones,Small Business,7,1130.75,7915.25,4528.72,3386.53,42.78
ORD-00378,2024-09-19,2024,Q3,9,September,Asia Pacific,Japan,Furniture,Chairs,Home Office,17,382.37,6500.29,4447.21,2053.08,31.58
ORD-00379,2024-12-09,2024,Q4,12,December,North America,United States,Furniture,Desks,Consumer,8,184.72,1477.76,687.41,790.35,53.48
ORD-00380,2024-01-09,2024,Q1,1,January,Europe,United Kingdom,Office Supplies,Binders,Small Business,4,18.62,74.48,38.92,35.56,47.74
ORD-00381,2024-09-28,2024,Q3,9,September,Latin America,Argentina,Clothing,Accessories,Home Office,12,21.45,257.4,184.9,72.5,28.17
ORD-00382,2022-07-05,2022,Q3,7,July,Asia Pacific,Japan,Clothing,Shirts,Corporate,19,97.98,1861.62,957.42,904.2,48.57
ORD-00383,2023-03-30,2023,Q1,3,March,Europe,France,Office Supplies,Binders,Consumer,1,14.48,14.48,7.09,7.39,51.04
ORD-00384,2022-12-21,2022,Q4,12,December,North America,United States,Office Supplies,Organizers,Home Office,9,31.19,280.71,158.02,122.69,43.71
ORD-00385,2023-12-16,2023,Q4,12,December,Latin America,Colombia,Furniture,Cabinets,Home Office,17,777.02,13209.34,7518.04,5691.3,43.09
ORD-00386,2022-07-29,2022,Q3,7,July,North America,Mexico,Office Supplies,Organizers,Home Office,10,44.22,442.2,262.9,179.3,40.55
ORD-00387,2023-11-20,2023,Q4,11,November,Asia Pacific,China,Office Supplies,Notebooks,Home Office,7,10.25,71.75,48.76,22.99,32.04
ORD-00388,2022-04-27,2022,Q2,4,April,Latin America,Colombia,Furniture,Chairs,Small Business,10,281.6,2816.0,1620.8,1195.2,42.44
ORD-00389,2024-03-06,2024,Q1,3,March,North America,Mexico,Furniture,Shelving,Corporate,18,284.26,5116.68,3032.76,2083.92,40.73
ORD-00390,2024-01-05,2024,Q1,1,January,Asia Pacific,Australia,Furniture,Shelving,Consumer,16,120.94,1935.04,1020.92,914.12,47.24
ORD-00391,2023-01-10,2023,Q1,1,January,Asia Pacific,Japan,Furniture,Shelving,Corporate,10,214.55,2145.5,1536.29,609.21,28.39
ORD-00392,2024-02-01,2024,Q1,2,February,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,16,6.07,97.12,62.19,34.93,35.97
ORD-00393,2022-05-26,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Home Office,14,13.78,192.92,136.25,56.67,29.37
ORD-00394,2022-10-09,2022,Q4,10,October,Europe,United Kingdom,Clothing,Accessories,Small Business,5,32.15,160.75,106.85,53.9,33.53
ORD-00395,2022-06-15,2022,Q2,6,June,Latin America,Colombia,Furniture,Shelving,Consumer,1,224.66,224.66,115.21,109.45,48.72
ORD-00396,2022-12-12,2022,Q4,12,December,Europe,Spain,Electronics,Smartphones,Small Business,14,722.71,10117.94,7483.21,2634.73,26.04
ORD-00397,2024-02-25,2024,Q1,2,February,North America,United States,Furniture,Shelving,Consumer,11,322.19,3544.09,2159.45,1384.64,39.07
ORD-00398,2022-02-06,2022,Q1,2,February,North America,Mexico,Furniture,Desks,Home Office,10,285.38,2853.8,1612.58,1241.22,43.49
ORD-00399,2023-09-19,2023,Q3,9,September,Europe,Germany,Electronics,Tablets,Home Office,15,736.7,11050.5,6949.78,4100.72,37.11
ORD-00400,2023-11-23,2023,Q4,11,November,Latin America,Argentina,Office Supplies,Binders,Home Office,7,8.3,58.1,41.95,16.15,27.8
ORD-00401,2024-04-06,2024,Q2,4,April,North America,United States,Furniture,Desks,Corporate,1,769.18,769.18,385.12,384.06,49.93
ORD-00402,2024-01-21,2024,Q1,1,January,North America,Canada,Office Supplies,Organizers,Consumer,20,59.73,1194.6,774.81,419.79,35.14
ORD-00403,2022-02-10,2022,Q1,2,February,North America,Mexico,Electronics,Accessories,Small Business,13,18.65,242.45,127.49,114.96,47.42
ORD-00404,2022-11-10,2022,Q4,11,November,Europe,Germany,Office Supplies,Binders,Consumer,17,10.4,176.8,111.68,65.12,36.83
ORD-00405,2022-10-08,2022,Q4,10,October,Latin America,Brazil,Electronics,Tablets,Consumer,4,598.64,2394.56,1515.04,879.52,36.73
ORD-00406,2023-06-23,2023,Q2,6,June,Europe,United Kingdom,Clothing,Shoes,Corporate,2,187.03,374.06,270.49,103.57,27.69
ORD-00407,2024-09-11,2024,Q3,9,September,Asia Pacific,Australia,Electronics,Laptops,Consumer,4,2219.89,8879.56,5777.99,3101.57,34.93
ORD-00408,2022-11-02,2022,Q4,11,November,North America,Mexico,Electronics,Laptops,Home Office,8,1576.48,12611.84,9372.96,3238.88,25.68
ORD-00409,2023-06-25,2023,Q2,6,June,Latin America,Brazil,Electronics,Smartphones,Consumer,10,688.17,6881.7,4493.96,2387.74,34.7
ORD-00410,2024-05-22,2024,Q2,5,May,North America,United States,Electronics,Laptops,Corporate,6,1358.72,8152.32,5856.29,2296.03,28.16
ORD-00411,2023-07-04,2023,Q3,7,July,North America,Canada,Office Supplies,Pens,Consumer,13,15.01,195.13,114.53,80.6,41.31
ORD-00412,2024-02-29,2024,Q1,2,February,Latin America,Chile,Furniture,Chairs,Corporate,2,787.1,1574.2,1107.14,467.06,29.67
ORD-00413,2022-08-01,2022,Q3,8,August,Latin America,Chile,Clothing,Pants,Small Business,12,103.36,1240.32,879.1,361.22,29.12
ORD-00414,2022-09-25,2022,Q3,9,September,Latin America,Chile,Electronics,Accessories,Small Business,2,14.43,28.86,18.66,10.2,35.34
ORD-00415,2022-01-26,2022,Q1,1,January,Europe,United Kingdom,Electronics,Accessories,Corporate,16,34.2,547.2,357.26,189.94,34.71
ORD-00416,2024-02-28,2024,Q1,2,February,Europe,Italy,Electronics,Laptops,Corporate,17,2243.04,38131.68,26904.24,11227.44,29.44
ORD-00417,2022-12-05,2022,Q4,12,December,North America,Canada,Office Supplies,Pens,Home Office,9,6.26,56.34,29.12,27.22,48.31
ORD-00418,2024-02-15,2024,Q1,2,February,Latin America,Argentina,Electronics,Accessories,Small Business,19,41.37,786.03,555.7,230.33,29.3
ORD-00419,2024-07-04,2024,Q3,7,July,Asia Pacific,Japan,Clothing,Shirts,Consumer,13,61.23,795.99,491.24,304.75,38.29
ORD-00420,2022-01-01,2022,Q1,1,January,North America,Mexico,Office Supplies,Organizers,Corporate,15,57.52,862.8,482.31,380.49,44.1
ORD-00421,2022-04-22,2022,Q2,4,April,Europe,Spain,Office Supplies,Organizers,Small Business,12,45.8,549.6,266.12,283.48,51.58
ORD-00422,2023-03-31,2023,Q1,3,March,North America,Canada,Office Supplies,Notebooks,Home Office,4,6.6,26.4,13.18,13.22,50.08
ORD-00423,2022-10-15,2022,Q4,10,October,Latin America,Brazil,Office Supplies,Organizers,Corporate,7,16.04,112.28,79.23,33.05,29.44
ORD-00424,2023-03-18,2023,Q1,3,March,Latin America,Argentina,Office Supplies,Paper,Small Business,2,46.7,93.4,65.5,27.9,29.87
ORD-00425,2022-09-10,2022,Q3,9,September,Latin America,Chile,Furniture,Cabinets,Consumer,17,715.35,12160.95,7490.75,4670.2,38.4
ORD-00426,2024-06-05,2024,Q2,6,June,Latin America,Argentina,Furniture,Desks,Consumer,13,840.4,10925.2,6903.07,4022.13,36.82
ORD-00427,2023-10-22,2023,Q4,10,October,Latin America,Chile,Furniture,Shelving,Small Business,11,390.56,4296.16,2516.92,1779.24,41.41
ORD-00428,2022-10-01,2022,Q4,10,October,Europe,Spain,Office Supplies,Organizers,Home Office,18,41.63,749.34,382.36,366.98,48.97
ORD-00429,2023-08-19,2023,Q3,8,August,Asia Pacific,Australia,Furniture,Lighting,Home Office,4,235.41,941.64,582.58,359.06,38.13
ORD-00430,2024-05-04,2024,Q2,5,May,Asia Pacific,India,Electronics,Audio,Consumer,1,221.39,221.39,103.15,118.24,53.41
ORD-00431,2022-04-26,2022,Q2,4,April,Europe,United Kingdom,Furniture,Shelving,Home Office,5,348.6,1743.0,1145.46,597.54,34.28
ORD-00432,2023-08-28,2023,Q3,8,August,Europe,Italy,Electronics,Tablets,Small Business,4,669.67,2678.68,1748.26,930.42,34.73
ORD-00433,2023-04-05,2023,Q2,4,April,Latin America,Argentina,Office Supplies,Paper,Small Business,13,23.75,308.75,211.94,96.81,31.36
ORD-00434,2023-10-03,2023,Q4,10,October,North America,United States,Office Supplies,Pens,Small Business,8,27.79,222.32,147.04,75.28,33.86
ORD-00435,2024-01-24,2024,Q1,1,January,Europe,France,Office Supplies,Binders,Corporate,3,8.74,26.22,13.17,13.05,49.77
ORD-00436,2024-11-18,2024,Q4,11,November,North America,Canada,Electronics,Accessories,Home Office,18,28.5,513.0,255.62,257.38,50.17
ORD-00437,2023-06-07,2023,Q2,6,June,North America,Canada,Clothing,Pants,Consumer,5,141.44,707.2,444.87,262.33,37.09
ORD-00438,2023-09-09,2023,Q3,9,September,Latin America,Colombia,Electronics,Tablets,Corporate,6,612.36,3674.16,2520.02,1154.14,31.41
ORD-00439,2022-11-23,2022,Q4,11,November,Latin America,Chile,Electronics,Tablets,Corporate,7,698.0,4886.0,2683.98,2202.02,45.07
ORD-00440,2023-08-25,2023,Q3,8,August,Europe,Italy,Clothing,Accessories,Consumer,4,56.83,227.32,132.69,94.63,41.63
ORD-00441,2023-05-15,2023,Q2,5,May,North America,Mexico,Office Supplies,Binders,Consumer,13,10.13,131.69,87.86,43.83,33.28
ORD-00442,2022-02-20,2022,Q1,2,February,Asia Pacific,South Korea,Clothing,Jackets,Consumer,10,365.42,3654.2,1855.43,1798.77,49.22
ORD-00443,2024-11-18,2024,Q4,11,November,North America,United States,Furniture,Lighting,Consumer,3,86.91,260.73,166.57,94.16,36.11
ORD-00444,2023-03-13,2023,Q1,3,March,Latin America,Brazil,Furniture,Lighting,Small Business,3,231.66,694.98,344.8,350.18,50.39
ORD-00445,2024-07-29,2024,Q3,7,July,Asia Pacific,Japan,Electronics,Laptops,Consumer,6,2150.17,12901.02,7965.42,4935.6,38.26
ORD-00446,2023-04-12,2023,Q2,4,April,Asia Pacific,India,Clothing,Jackets,Small Business,14,167.58,2346.12,1329.9,1016.22,43.31
ORD-00447,2022-08-31,2022,Q3,8,August,North America,Mexico,Electronics,Audio,Consumer,3,210.97,632.91,380.28,252.63,39.92
ORD-00448,2023-08-17,2023,Q3,8,August,Asia Pacific,South Korea,Electronics,Tablets,Small Business,13,537.07,6981.91,4525.79,2456.12,35.18
ORD-00449,2024-08-28,2024,Q3,8,August,Europe,Italy,Furniture,Desks,Small Business,18,459.73,8275.14,5297.86,2977.28,35.98
ORD-00450,2023-09-03,2023,Q3,9,September,Asia Pacific,Japan,Furniture,Chairs,Consumer,1,500.9,500.9,284.62,216.28,43.18
ORD-00451,2022-06-24,2022,Q2,6,June,Asia Pacific,Australia,Office Supplies,Pens,Small Business,17,8.56,145.52,73.52,72.0,49.48
ORD-00452,2023-06-02,2023,Q2,6,June,Europe,Germany,Furniture,Lighting,Consumer,18,154.54,2781.72,1710.48,1071.24,38.51
ORD-00453,2023-08-19,2023,Q3,8,August,North America,Canada,Electronics,Smartphones,Small Business,11,685.71,7542.81,4913.3,2629.51,34.86
ORD-00454,2023-04-26,2023,Q2,4,April,North America,Canada,Electronics,Smartphones,Home Office,16,760.52,12168.32,7725.7,4442.62,36.51
ORD-00455,2023-09-19,2023,Q3,9,September,Europe,Italy,Office Supplies,Notebooks,Small Business,6,5.17,31.02,16.25,14.77,47.61
ORD-00456,2023-03-30,2023,Q1,3,March,Latin America,Colombia,Office Supplies,Pens,Home Office,16,16.57,265.12,147.84,117.28,44.24
ORD-00457,2023-09-18,2023,Q3,9,September,Latin America,Brazil,Furniture,Lighting,Consumer,9,261.85,2356.65,1159.47,1197.18,50.8
ORD-00458,2023-02-07,2023,Q1,2,February,Asia Pacific,Japan,Electronics,Laptops,Consumer,19,1784.13,33898.47,23076.73,10821.74,31.92
ORD-00459,2023-03-12,2023,Q1,3,March,North America,Mexico,Office Supplies,Organizers,Small Business,5,28.29,141.45,73.13,68.32,48.3
ORD-00460,2023-08-19,2023,Q3,8,August,Europe,Spain,Electronics,Accessories,Home Office,17,10.74,182.58,95.25,87.33,47.83
ORD-00461,2022-12-06,2022,Q4,12,December,Europe,Spain,Furniture,Desks,Corporate,16,1136.13,18178.08,8400.56,9777.52,53.79
ORD-00462,2024-09-25,2024,Q3,9,September,Europe,Germany,Office Supplies,Notebooks,Corporate,2,28.4,56.8,34.38,22.42,39.47
ORD-00463,2024-01-10,2024,Q1,1,January,Latin America,Chile,Clothing,Shirts,Consumer,11,30.32,333.52,246.98,86.54,25.95
ORD-00464,2023-07-15,2023,Q3,7,July,Asia Pacific,South Korea,Furniture,Cabinets,Small Business,12,611.38,7336.56,5278.42,2058.14,28.05
ORD-00465,2022-06-09,2022,Q2,6,June,Asia Pacific,India,Furniture,Lighting,Small Business,12,250.65,3007.8,1664.85,1342.95,44.65
ORD-00466,2024-09-14,2024,Q3,9,September,North America,Mexico,Furniture,Cabinets,Corporate,8,253.96,2031.68,1306.46,725.22,35.7
ORD-00467,2023-03-10,2023,Q1,3,March,Europe,France,Furniture,Shelving,Consumer,8,212.68,1701.44,934.21,767.23,45.09
ORD-00468,2022-08-21,2022,Q3,8,August,Latin America,Chile,Clothing,Pants,Corporate,14,32.69,457.66,211.87,245.79,53.71
ORD-00469,2022-11-26,2022,Q4,11,November,Europe,Italy,Electronics,Audio,Corporate,2,124.85,249.7,181.47,68.23,27.32
ORD-00470,2024-11-24,2024,Q4,11,November,Latin America,Brazil,Office Supplies,Paper,Corporate,15,32.29,484.35,286.46,197.89,40.86
ORD-00471,2024-09-13,2024,Q3,9,September,Europe,France,Clothing,Accessories,Corporate,19,67.43,1281.17,646.43,634.74,49.54
ORD-00472,2024-11-12,2024,Q4,11,November,Asia Pacific,Australia,Office Supplies,Binders,Consumer,8,12.56,100.48,49.2,51.28,51.04
ORD-00473,2022-02-03,2022,Q1,2,February,Europe,Italy,Clothing,Pants,Consumer,6,87.1,522.6,331.55,191.05,36.56
ORD-00474,2022-03-21,2022,Q1,3,March,North America,United States,Clothing,Pants,Consumer,14,92.65,1297.1,727.82,569.28,43.89
ORD-00475,2022-03-30,2022,Q1,3,March,Latin America,Argentina,Clothing,Jackets,Home Office,19,333.57,6337.83,4578.18,1759.65,27.76
ORD-00476,2022-07-20,2022,Q3,7,July,Latin America,Argentina,Office Supplies,Binders,Corporate,3,10.67,32.01,22.82,9.19,28.71
ORD-00477,2024-04-16,2024,Q2,4,April,Asia Pacific,Australia,Electronics,Laptops,Consumer,17,812.23,13807.91,8924.93,4882.98,35.36
ORD-00478,2023-10-09,2023,Q4,10,October,Latin America,Colombia,Electronics,Smartphones,Small Business,19,602.91,11455.29,8093.08,3362.21,29.35
ORD-00479,2024-05-17,2024,Q2,5,May,Asia Pacific,South Korea,Office Supplies,Binders,Corporate,14,16.04,224.56,138.61,85.95,38.27
ORD-00480,2023-01-02,2023,Q1,1,January,Asia Pacific,South Korea,Clothing,Shoes,Home Office,19,136.09,2585.71,1710.83,874.88,33.84
ORD-00481,2022-10-10,2022,Q4,10,October,North America,Mexico,Furniture,Cabinets,Corporate,4,350.12,1400.48,798.51,601.97,42.98
ORD-00482,2023-11-25,2023,Q4,11,November,North America,United States,Clothing,Shirts,Consumer,5,67.17,335.85,211.61,124.24,36.99
ORD-00483,2022-06-30,2022,Q2,6,June,North America,Canada,Furniture,Shelving,Consumer,20,92.08,1841.6,1041.05,800.55,43.47
ORD-00484,2024-03-31,2024,Q1,3,March,Asia Pacific,South Korea,Electronics,Smartphones,Small Business,15,408.57,6128.55,4321.67,1806.88,29.48
ORD-00485,2024-11-27,2024,Q4,11,November,Asia Pacific,Australia,Electronics,Audio,Corporate,20,126.27,2525.4,1163.75,1361.65,53.92
ORD-00486,2023-05-05,2023,Q2,5,May,North America,United States,Electronics,Tablets,Small Business,12,701.8,8421.6,4814.08,3607.52,42.84
ORD-00487,2023-02-15,2023,Q1,2,February,North America,Mexico,Electronics,Laptops,Home Office,18,2355.52,42399.36,23507.42,18891.94,44.56
ORD-00488,2023-07-21,2023,Q3,7,July,Europe,Italy,Furniture,Cabinets,Small Business,19,203.26,3861.94,1940.67,1921.27,49.75
ORD-00489,2024-11-02,2024,Q4,11,November,North America,Mexico,Electronics,Audio,Home Office,11,476.16,5237.76,3618.68,1619.08,30.91
ORD-00490,2023-06-12,2023,Q2,6,June,Asia Pacific,India,Clothing,Accessories,Small Business,8,63.02,504.16,372.26,131.9,26.16
ORD-00491,2024-07-28,2024,Q3,7,July,Latin America,Brazil,Clothing,Shirts,Home Office,3,58.27,174.81,120.02,54.79,31.34
ORD-00492,2023-03-28,2023,Q1,3,March,Europe,United Kingdom,Clothing,Shoes,Consumer,9,112.06,1008.54,481.98,526.56,52.21
ORD-00493,2023-12-02,2023,Q4,12,December,North America,Mexico,Furniture,Cabinets,Home Office,12,353.0,4236.0,2635.27,1600.73,37.79
ORD-00494,2023-01-10,2023,Q1,1,January,Europe,Spain,Furniture,Desks,Corporate,9,367.12,3304.08,1687.82,1616.26,48.92
ORD-00495,2023-05-27,2023,Q2,5,May,Asia Pacific,Australia,Electronics,Laptops,Consumer,16,1843.51,29496.16,20035.95,9460.21,32.07
ORD-00496,2022-03-28,2022,Q1,3,March,Latin America,Colombia,Office Supplies,Binders,Home Office,16,8.66,138.56,94.12,44.44,32.07
ORD-00497,2024-11-12,2024,Q4,11,November,Asia Pacific,India,Furniture,Lighting,Corporate,2,171.95,343.9,198.41,145.49,42.31
ORD-00498,2022-03-08,2022,Q1,3,March,Asia Pacific,India,Furniture,Cabinets,Consumer,17,522.05,8874.85,5828.67,3046.18,34.32
ORD-00499,2022-01-25,2022,Q1,1,January,Europe,Spain,Electronics,Tablets,Home Office,20,817.11,16342.2,8271.53,8070.67,49.39
ORD-00500,2023-06-23,2023,Q2,6,June,Europe,United Kingdom,Clothing,Accessories,Home Office,12,22.87,274.44,158.4,116.04,42.28
ORD-00501,2024-05-08,2024,Q2,5,May,Asia Pacific,China,Clothing,Shoes,Small Business,6,192.85,1157.1,860.63,296.47,25.62
ORD-00502,2023-04-14,2023,Q2,4,April,North America,Mexico,Office Supplies,Pens,Small Business,13,9.9,128.7,88.8,39.9,31.0
ORD-00503,2022-11-03,2022,Q4,11,November,Latin America,Brazil,Furniture,Cabinets,Small Business,5,896.89,4484.45,3160.72,1323.73,29.52
ORD-00504,2024-11-24,2024,Q4,11,November,Asia Pacific,India,Office Supplies,Notebooks,Consumer,13,8.46,109.98,54.88,55.1,50.1
ORD-00505,2023-03-18,2023,Q1,3,March,Asia Pacific,India,Electronics,Accessories,Home Office,9,35.27,317.43,196.21,121.22,38.19
ORD-00506,2023-06-12,2023,Q2,6,June,Asia Pacific,Japan,Clothing,Shirts,Home Office,20,39.9,798.0,496.97,301.03,37.72
ORD-00507,2022-12-24,2022,Q4,12,December,Asia Pacific,China,Office Supplies,Organizers,Small Business,15,54.48,817.2,461.16,356.04,43.57
ORD-00508,2023-08-10,2023,Q3,8,August,Latin America,Argentina,Furniture,Shelving,Small Business,20,262.92,5258.4,3705.44,1552.96,29.53
ORD-00509,2022-05-27,2022,Q2,5,May,North America,United States,Office Supplies,Pens,Home Office,11,21.33,234.63,155.59,79.04,33.69
ORD-00510,2024-03-20,2024,Q1,3,March,Asia Pacific,India,Office Supplies,Organizers,Small Business,14,18.37,257.18,181.64,75.54,29.37
ORD-00511,2022-09-14,2022,Q3,9,September,Europe,United Kingdom,Electronics,Smartphones,Corporate,13,482.41,6271.33,2942.12,3329.21,53.09
ORD-00512,2024-08-27,2024,Q3,8,August,North America,United States,Clothing,Accessories,Consumer,4,28.37,113.48,56.35,57.13,50.34
ORD-00513,2024-03-09,2024,Q1,3,March,Asia Pacific,Australia,Furniture,Shelving,Small Business,5,122.01,610.05,427.98,182.07,29.85
ORD-00514,2022-02-28,2022,Q1,2,February,North America,Mexico,Office Supplies,Notebooks,Small Business,15,39.12,586.8,359.22,227.58,38.78
ORD-00515,2023-07-12,2023,Q3,7,July,Latin America,Argentina,Furniture,Lighting,Small Business,19,147.44,2801.36,1798.29,1003.07,35.81
ORD-00516,2024-12-29,2024,Q4,12,December,Asia Pacific,China,Clothing,Accessories,Corporate,3,40.93,122.79,68.73,54.06,44.03
ORD-00517,2023-06-17,2023,Q2,6,June,Europe,United Kingdom,Electronics,Laptops,Corporate,12,1287.5,15450.0,9432.68,6017.32,38.95
ORD-00518,2024-10-04,2024,Q4,10,October,Latin America,Colombia,Electronics,Accessories,Home Office,20,26.19,523.8,236.84,286.96,54.78
ORD-00519,2024-02-05,2024,Q1,2,February,Europe,Spain,Clothing,Jackets,Corporate,6,303.08,1818.48,1170.73,647.75,35.62
ORD-00520,2024-02-14,2024,Q1,2,February,Europe,United Kingdom,Electronics,Accessories,Corporate,17,63.52,1079.84,780.71,299.13,27.7
ORD-00521,2023-07-11,2023,Q3,7,July,Asia Pacific,South Korea,Office Supplies,Binders,Corporate,3,8.65,25.95,13.93,12.02,46.32
ORD-00522,2024-07-21,2024,Q3,7,July,Latin America,Colombia,Clothing,Pants,Home Office,1,48.26,48.26,35.76,12.5,25.9
ORD-00523,2022-02-15,2022,Q1,2,February,Europe,Germany,Office Supplies,Notebooks,Corporate,15,30.45,456.75,237.44,219.31,48.02
ORD-00524,2022-11-05,2022,Q4,11,November,North America,Canada,Furniture,Shelving,Small Business,10,331.43,3314.3,1986.98,1327.32,40.05
ORD-00525,2024-01-31,2024,Q1,1,January,Latin America,Brazil,Office Supplies,Paper,Corporate,2,16.99,33.98,19.29,14.69,43.23
ORD-00526,2024-08-20,2024,Q3,8,August,Europe,France,Office Supplies,Binders,Consumer,4,24.49,97.96,65.09,32.87,33.55
ORD-00527,2024-02-28,2024,Q1,2,February,Latin America,Argentina,Electronics,Smartphones,Small Business,4,816.91,3267.64,2433.2,834.44,25.54
ORD-00528,2024-08-26,2024,Q3,8,August,Latin America,Colombia,Office Supplies,Pens,Consumer,18,18.02,324.36,170.61,153.75,47.4
ORD-00529,2023-09-04,2023,Q3,9,September,Europe,United Kingdom,Electronics,Smartphones,Consumer,8,906.33,7250.64,3968.67,3281.97,45.26
ORD-00530,2022-12-09,2022,Q4,12,December,Asia Pacific,South Korea,Electronics,Accessories,Corporate,1,77.82,77.82,48.58,29.24,37.57
ORD-00531,2024-08-31,2024,Q3,8,August,Europe,United Kingdom,Electronics,Smartphones,Corporate,16,473.12,7569.92,4811.39,2758.53,36.44
ORD-00532,2022-05-03,2022,Q2,5,May,North America,Canada,Furniture,Lighting,Consumer,5,161.72,808.6,440.7,367.9,45.5
ORD-00533,2023-12-13,2023,Q4,12,December,Latin America,Argentina,Electronics,Accessories,Home Office,5,27.55,137.75,63.62,74.13,53.81
ORD-00534,2024-06-15,2024,Q2,6,June,Asia Pacific,South Korea,Clothing,Pants,Corporate,18,71.72,1290.96,864.58,426.38,33.03
ORD-00535,2023-07-18,2023,Q3,7,July,Europe,Germany,Furniture,Cabinets,Home Office,9,579.12,5212.08,3055.44,2156.64,41.38
ORD-00536,2024-11-02,2024,Q4,11,November,Latin America,Argentina,Electronics,Audio,Home Office,20,157.45,3149.0,2098.18,1050.82,33.37
ORD-00537,2024-03-04,2024,Q1,3,March,Europe,Italy,Clothing,Accessories,Corporate,20,29.82,596.4,341.7,254.7,42.71
ORD-00538,2023-10-22,2023,Q4,10,October,North America,United States,Electronics,Laptops,Corporate,6,2284.94,13709.64,7000.47,6709.17,48.94
ORD-00539,2024-09-21,2024,Q3,9,September,Europe,Germany,Electronics,Audio,Small Business,16,286.62,4585.92,3028.51,1557.41,33.96
ORD-00540,2023-06-09,2023,Q2,6,June,North America,Canada,Furniture,Lighting,Consumer,1,281.16,281.16,144.13,137.03,48.74
ORD-00541,2024-10-03,2024,Q4,10,October,North America,Canada,Electronics,Tablets,Small Business,12,776.55,9318.6,4356.35,4962.25,53.25
ORD-00542,2023-06-29,2023,Q2,6,June,North America,Mexico,Electronics,Tablets,Consumer,7,876.35,6134.45,2939.23,3195.22,52.09
ORD-00543,2023-04-19,2023,Q2,4,April,Latin America,Argentina,Furniture,Lighting,Corporate,19,198.84,3777.96,1902.84,1875.12,49.63
ORD-00544,2024-04-30,2024,Q2,4,April,North America,Mexico,Office Supplies,Binders,Small Business,4,8.34,33.36,16.82,16.54,49.58
ORD-00545,2024-04-02,2024,Q2,4,April,Asia Pacific,Australia,Clothing,Shoes,Home Office,18,297.87,5361.66,2934.95,2426.71,45.26
ORD-00546,2024-02-01,2024,Q1,2,February,Latin America,Chile,Office Supplies,Organizers,Corporate,19,37.28,708.32,398.44,309.88,43.75
